Districts,Year,Flood_Frequency,Mean_Duration,Mean_Severity,AFSI,Dist_Name_x,Human_fatality,Human_injured,Population,Mean_Flood_Duration,Dist_Name_y,Percent_Flooded_Area,Parmanent_Water,Corrected_Percent_Flooded_Area,Population_Exposure_Ratio
"Biswanath, Chirang, Dhemaji, Dibrugarh, Golaghat, Hojai, Jorhat, Lakhimpur, Majuli, Marigaon, Nagaon, Sivasagar, Tinsukia, West Karbi Anglong",2020,1,30,,,,,,,,,,,,
"Bokaro, Chatra, Giridih,Ranchi",2007,1,1,,,,,,,,,,,,
"Bokaro,Hazaribagh",2007,1,6,,,,,,,,,,,,
"Bongaigaon, Chirang, Dhemaji, Golaghat, Jorhat, Kamrup, Lakhimpur, Marigaon, Nagaon, Sivasagar,,Tinsukia",2013,1,8,,,,,,,,,,,,
"Bongaigaon, Darrang, Dhemaji, Dhubri, Dibrugarh, Jorhat, Karimganj, Kokrajhar, Lakhimpur, Sonitpur,Tinsukia",2000,1,19,,,,,,,,,,,,
"Bongaigaon, Darrang, Dhemaji, Dhubri, Dibrugarh, Kokrajhar, Marigaon, Nalbari, Sivasagar, Sonitpur,Tinsukia",1995,1,3,,,,,,,,,,,,
"Bongaigaon, Dhemaji, Dhubri, Dibrugarh, Jorhat, Karimganj, Kokrajhar, Lakhimpur, Sonitpur,Tinsukia",2000,1,7,,,,,,,,,,,,
"Bongaigaon, Dhemaji, Dhubri,Sonitpur",2000,1,7,,,,,,,,,,,,
"Bongaigaon, Dhemaji, Dibrugarh, Jorhat, Lakhimpur, Nagaon, Nalbari, Sonitpur, Sivasagar,Tinsukia",2013,1,2,,,,,,,,,,,,
"Bongaigaon, Dhemaji, Dibrugarh, Sivasagar",2021,1,30,,,,,,,,,,,,
"Boudh, Gajapati, Kandhamal, Nayagarh,Subarnapur",2014,1,5,,,,,,,,,,,,
Budaun,2023,2,2.5,,,Budaun,90,4,3653296,23,Budaun,3.899941243,0.043402472,3.856538771,2.46E-05
"Budaun, Chandauli, Hardoi, Kheri, Mirzapur, Shahjahanpur, Unnao",2018,1,1,,,,,,,,,,,,
"Budaun, Hardoi, Kheri, Sitapur",2018,1,1,,,,,,,,,,,,
Budgam,2022,1,1,,,,,,,,,,,,
"Budgam, Srinagar",2020,1,1,,,,,,,,,,,,
Bulandshahr,2022,1,1,,,Bulandshahr,142,1,4116049,24,Bulandshahr,4.647089954,0.043817515,4.603272439,3.45E-05
"Bulandshahr, Khurja",1975,1,7,,,,,,,,,,,,
Buldhana,1986,1,1,,,,,,,,,,,,
Buldhana,2019,1,1,,,,,,,,,,,,
Buldhana,2020,1,1,,,,,,,,,,,,
"Buldhana, Mumbai,Thane",1998,1,2,,,,,,,,,,,,
"Buldhana, Nagpur, Washim",2020,3,6,,,,,,,,,,,,
Bundi,2021,1,1,,,Bundi,137,4,1323567,17,Bundi,2.12987866,0.138460405,1.991418255,0.000103508
"Bundi, Jhalawar,Kota",1994,1,2,,,,,,,,,,,,
"Bundi, Nagaur",2019,1,1,,,,,,,,,,,,
"Burhanpur, Chhindwara",1978,1,7,,,,,,,,,,,,
"Burhanpur, Dhar, Satna",2020,1,2,,,,,,,,,,,,
"Burhanpur, Harda",2018,1,1,,,,,,,,,,,,
"Burhanpur, Morena, Bhind, Gwalior, Sheopur, Shivpuri, Tikamgarh, Neemuch, Rewa, Satna, Guna, Ashoknagar, Mandsaur, Singrauli, Sidhi, Sagar, Damoh, Shajapur, Vidisha, Rajgarh, Shahdol, Katni, Umaria, Ratlam, Bhopal, Ujjain, Raisen, Sehore, Jabalpur, Dewas, Anuppur, Jhabua, Dindori, Narsimhapur, Dhar, Indore, Mandla, Narmadapuram, Seoni, Alirajpur, Chhindwara, Harda, Khargone (Khargone (West Nimar)), East Nimar, Balaghat, Barwani, Agar-Malwa, Datia, Chhatarpur, Panna, Betul, Niwari, Gurdaspur, Hoshiarpur, Amritsar, Jalandhar, Tarn Taran, Rupnagar, Shahid Bhagat Singh Nagar, Fazilka, Moga, Ludhiana, S.A.S Nagar*, Faridkot, Fatehgarh Sahib, Sri Sri Muktsar Sahib Sahib, Sangrur, Barnala, Bathinda, Patiala, Mansa, Ferozepur, Pathankot, Kapurthala, Jhajjar, Gurugram, Faridabad, Mahendragarh, Rewari, Nuh, Palwal, Charki Dadri, Yamunanagar, Kurukshetra, Kaithal, Sirsa, Karnal, Jind, Fatehabad, Hisar, Panipat, Sonipat, Bhiwani, Rohtak, Panchkula, Ambala, South 24 Parganas, Darjeeling, Jalpaiguri, Dakshin Dinajpur, Maldah, Murshidabad, Birbhum, Nadia, Purba Purba Bardhaman, Purulia, Bankura, North 24 Parganas",1971,1,14,,,,,,,,,,,,
Buxar,2001,1,1,,,Buxar,89,0,2014287,25,Buxar,5.8158623,0.526160857,5.289701443,4.42E-05
"Buxar, Madhepura, Siwan",2019,1,1,,,,,,,,,,,,
Cachar,1979,1,7,,,Cachar,194,33,2105643,8,Cachar,9.573358688,0.339758463,9.233600225,9.21E-05
Cachar,2022,7,1.142857143,,,Cachar,194,33,2105643,8,Cachar,9.573358688,0.339758463,9.233600225,9.21E-05
"Cachar, Chirang, Dhemaji, Jorhat, Lakhimpur, Marigaon, Nagaon, Sonitpur,Udalguri",2017,1,5,,,,,,,,,,,,
"Cachar, Chirang, Dima Hasao, Golaghat, Hailakandi, Marigaon, Nagaon, Sivasagar, Baksa",2022,1,1,,,,,,,,,,,,
"Cachar, Chirang, Dima Hasao, Golaghat, Marigaon, Nagaon, Baksa",2022,1,1,,,,,,,,,,,,
"Cachar, Darrang,  Dibrugarh, Goalpara, Jorhat, Kamrup, Karbi Anglong, Kokrajhar, Lakhimpur, Nagaon,Sivasagar",1988,1,21,,,,,,,,,,,,
"Cachar, Darrang, Dhemaji, Dibrugarh, Jorhat, Lakhimpur, Sonitpur,Tinsukia",1998,1,7,,,,,,,,,,,,
"Cachar, Darrang, Dhemaji, Golaghat, Jorhat, Kamrup, Karimganj, Nagaon, Sivasagar,Sonitpur",1996,1,23,,,,,,,,,,,,
"Cachar, Darrang, Dhubri, Goalpara, Kamrup, Karimganj, Kokrajhar, Lakhimpur, Nagaon, Sonitpur,Sivasagar",1985,1,31,,,,,,,,,,,,
"Cachar, Darrang, Dibrugarh, Karimganj, Lakhimpur, Nagaon",1985,1,14,,,,,,,,,,,,
"Cachar, Darrang, Dibrugarh, Lakhimpur,Sivasagar",1979,1,7,,,,,,,,,,,,
"Cachar, Dhemaji,Dibrugarh, Lakhimpur,Tinsukia",1998,1,1,,,,,,,,,,,,
"Cachar, Dhubri, Dibrugarh, Goalpara, Jorhat, Kamrup, Karbi Anglong, Karimganj, Lakhimpur, Nagaon, Sivasagar,Sonitpur",1989,1,52,,,,,,,,,,,,
"Cachar, Dhubri, Goalpara, Hailakandi, Kamrup, Karimganj,Nagaon",2001,1,14,,,,,,,,,,,,
"Cachar, Dibrugarh, Jorhat, Lakhimpur,Darrang",1984,1,7,,,,,,,,,,,,
"Cachar, Goalpara",2017,1,2,,,,,,,,,,,,
"Cachar, Goalpara, Jorhat, Kamrup,Karimganj,Nagaon",1986,1,14,,,,,,,,,,,,
"Cachar, Hailakandi, Kamrup,Karimganj",1991,1,1,,,,,,,,,,,,
"Cachar, Hailakandi,Karimganj",1991,1,3,,,,,,,,,,,,
"Cachar, Silchar,Karimganj, North Tripura",1976,1,7,,,,,,,,,,,,
"Cachar,Sivasagar",1983,1,16,,,,,,,,,,,,
Central,2022,1,1,,,Central,5,13,1667718,3,Central,7.250541685,0,7.250541685,3.00E-06
Chamarajanagara,2022,1,1,,,Chamarajanagara,20,1,1089392,9,Chamarajanagara,2.083532915,0.145853665,1.93767925,1.84E-05
"Chamarajanagaraa Hassan, Kodagu, Kolar, Mandya, Mysuru",2017,1,1,,,,,,,,,,,,
Chamba,1997,1,1,,,Chamba,125,13,586226,5,Chamba,0.400300346,0.191863584,0.208436762,0.000213228
Chamba,2002,1,1,,,Chamba,125,13,586226,5,Chamba,0.400300346,0.191863584,0.208436762,0.000213228
Chamba,2004,1,2,,,Chamba,125,13,586226,5,Chamba,0.400300346,0.191863584,0.208436762,0.000213228
Chamba,2011,1,1,,,Chamba,125,13,586226,5,Chamba,0.400300346,0.191863584,0.208436762,0.000213228
Chamba,2022,2,1,,,Chamba,125,13,586226,5,Chamba,0.400300346,0.191863584,0.208436762,0.000213228
Chamba,2023,2,2,,,Chamba,125,13,586226,5,Chamba,0.400300346,0.191863584,0.208436762,0.000213228
"Chamba, Hamirpur, Kangra, Kullu, Mandi, Shimla,Sirmaur, Una",2016,1,2,,,,,,,,,,,,
"Chamba, Hamirpur, Kangra, Kullu, Shimla",2018,1,2,,,,,,,,,,,,
"Chamba, Hamirpur, Kangra, Mandi,Shimla",1990,1,5,,,,,,,,,,,,
"Chamba, Kangra, Shimla",2016,1,2,,,,,,,,,,,,
"Chamba, Kinnaur",2016,1,8,,,,,,,,,,,,
"Chamba, Kinnaur, Shimla,Solan",1995,1,7,,,,,,,,,,,,
"Chamba, Kullu, Shimla,Solan",2008,1,1,,,,,,,,,,,,
"Chamba, Mandi, Kangra, Parts Of Lahul & Spitti,Shimla",2013,1,5,,,,,,,,,,,,
"Chamba,Hamirpur",2000,1,4,,,,,,,,,,,,
"Chamba,Mandi",2011,1,1,,,,,,,,,,,,
"Chamba,Shimla",2003,1,1,,,,,,,,,,,,
Chamoli,1979,1,1,,,Chamoli,1546,75,426828,4,Chamoli,1.044647093,0.05612071,0.988526383,0.003622068
Chamoli,1982,1,7,,,Chamoli,1546,75,426828,4,Chamoli,1.044647093,0.05612071,0.988526383,0.003622068
Chamoli,2004,1,1,,,Chamoli,1546,75,426828,4,Chamoli,1.044647093,0.05612071,0.988526383,0.003622068
Chamoli,2012,1,1,,,Chamoli,1546,75,426828,4,Chamoli,1.044647093,0.05612071,0.988526383,0.003622068
Chamoli,2016,1,1,,,Chamoli,1546,75,426828,4,Chamoli,1.044647093,0.05612071,0.988526383,0.003622068
Chamoli,2021,2,1,,,Chamoli,1546,75,426828,4,Chamoli,1.044647093,0.05612071,0.988526383,0.003622068
"Chamoli, Garhwal, Rudra Prayag, Tehri Garhwal",2019,1,2,,,,,,,,,,,,
"Chamoli, Garhwal, Uttar Kashi Kashi",2019,1,1,,,,,,,,,,,,
"Chamoli, Pithoragarh",2016,1,1,,,,,,,,,,,,
"Chamoli, Pithoragarh",2019,1,3,,,,,,,,,,,,
"Chamoli, Tehri Garhwal , Uttar Kashi Kashi, Ballia, Pratapgarh, Dehradun",1980,1,7,,,,,,,,,,,,
Champhai,1996,1,1,,,Champhai,9,8,136805,3,Champhai,0.919185436,0,0.919185436,6.58E-05
Chandigarh,1980,1,14,,,Chandigarh,17,13,897511,2,Chandigarh,0.001739235,0.000745464,0.000993771,1.89E-05
Chandigarh,1981,1,7,,,Chandigarh,17,13,897511,2,Chandigarh,0.001739235,0.000745464,0.000993771,1.89E-05
Chandigarh,1993,1,5,,,Chandigarh,17,13,897511,2,Chandigarh,0.001739235,0.000745464,0.000993771,1.89E-05
Chandigarh,1994,1,1,,,Chandigarh,17,13,897511,2,Chandigarh,0.001739235,0.000745464,0.000993771,1.89E-05
Chandigarh,1995,1,1,,,Chandigarh,17,13,897511,2,Chandigarh,0.001739235,0.000745464,0.000993771,1.89E-05
Chandigarh,2006,1,1,,,Chandigarh,17,13,897511,2,Chandigarh,0.001739235,0.000745464,0.000993771,1.89E-05
Chandigarh,2008,3,1,,,Chandigarh,17,13,897511,2,Chandigarh,0.001739235,0.000745464,0.000993771,1.89E-05
Chandigarh,2023,1,1,,,Chandigarh,17,13,897511,2,Chandigarh,0.001739235,0.000745464,0.000993771,1.89E-05
Chandrapur,2022,3,3.333333333,,,Chandrapur,114,20,2348545,5,Chandrapur,1.760192182,0.535308039,1.224884143,4.85E-05
Chandrapur,2023,1,1,,,Chandrapur,114,20,2348545,5,Chandrapur,1.760192182,0.535308039,1.224884143,4.85E-05
"Chandrapur, Gadchiroli, Nandurbar",2016,1,3,,,,,,,,,,,,
"Chandrapur, Gadchiroli,Wardha",2014,1,2,,,,,,,,,,,,
"Chandrapur, Nagpur, Amravati, Wardha,Yavatmal",1980,1,7,,,,,,,,,,,,
"Chandrapur, Nagpur, Wardha",2018,1,1,,,,,,,,,,,,
"Chandrapur, Wardha",2019,1,1,,,,,,,,,,,,
"Chandrapur,Gadchiroli",2010,1,2,,,,,,,,,,,,
Changlang,1995,1,1,,,Changlang,4,1,183018,5,Changlang,2.538486995,0.021259348,2.517227647,2.19E-05
Charaideo,2023,1,1,,,Charaideo,50,1,496227,18,Charaideo,16.05397104,0.010879162,16.04309188,0.00010076
"Chatra, Garhwa, Hazaribagh, Ramgarh, Ranchi",2016,1,3,,,,,,,,,,,,
"Chatra, Hazaribagh",2016,1,1,,,,,,,,,,,,
"Chatra, Hazaribagh, Khunti, Ranchi",2016,1,4,,,,,,,,,,,,
Chengalpattu,1980,1,1,,,Chengalpattu,36,4,3240797,10,Chengalpattu,4.817890104,2.065380723,2.752509381,1.11E-05
"Chengalpattu, Chennai, Cuddalore, Kallakurichi, Viluppuram, Tiruchirappalli",1986,1,2,,,,,,,,,,,,
"Chengalpattu, Chennai, Nagapattinam, Thanjavur,Tiruchirappalli",1997,1,23,,,,,,,,,,,,
Chennai,1979,1,186,,,Chennai,238,21,5558758,8,Chennai,4.645634657,1.072848464,3.572786193,4.28E-05
Chennai,1988,1,1,,,Chennai,238,21,5558758,8,Chennai,4.645634657,1.072848464,3.572786193,4.28E-05
Chennai,2004,1,1,,,Chennai,238,21,5558758,8,Chennai,4.645634657,1.072848464,3.572786193,4.28E-05
Chennai,2021,2,8.5,,,Chennai,238,21,5558758,8,Chennai,4.645634657,1.072848464,3.572786193,4.28E-05
Chennai,2022,1,1,,,Chennai,238,21,5558758,8,Chennai,4.645634657,1.072848464,3.572786193,4.28E-05
"Chennai, Coimbatore, Cuddalore, Thoothukkudi, Tirunelveli",2019,1,1,,,,,,,,,,,,
"Chennai, Coimbatore, Namakkal, Perambalur, Pudukkottai, Thanjavur, Theni, Thiruvallur, Tirunelveli,Tiruvannamalai",2002,1,11,,,,,,,,,,,,
"Chennai, Cuddalore, Dharmapuri, Erode, The Nilgiris, Thiruvallur, Thoothukkudi, Viluppuram",2015,1,3,,,,,,,,,,,,
"Chennai, Cuddalore, Kancheepuram, Nagapattinam, Pudukkottai, Tiruchirappalli, Thanjavur, Thiruvallur,Viluppuram",2005,1,1,,,,,,,,,,,,
"Chennai, Cuddalore, Kanniyakumariumari, Karaikal, Nagarkoil, Tirunelveli",2017,1,3,,,,,,,,,,,,
"Chennai, Cuddalore, Tiruchirappalli,Tiruvannamalai, Vellore,Viluppuram",2010,1,1,,,,,,,,,,,,
"Chennai, Kancheepuram,Thiruvallur",2005,1,2,,,,,,,,,,,,
"Chennai, The Nilgiris, Coimbatore",1976,1,14,,,,,,,,,,,,
"Chennai, Thiruvarur,Vellore",2012,1,2,,,,,,,,,,,,
"Chennai,Madurai",1994,1,2,,,,,,,,,,,,
"Chennai,Tiruvannamalai",2013,1,1,,,,,,,,,,,,
Chhatarpur,2022,1,1,,,Chhatarpur,12,0,2100270,6,Chhatarpur,1.27766675,0.251215844,1.026450906,5.71E-06
"Chhatarpur,Panna",1992,1,2,,,,,,,,,,,,
Chhatisgarh,2006,1,1,,,,,,,,,,,,
Chhindwara,1981,1,7,,,Chhindwara,33,6,2383077,5,Chhindwara,0.626598635,0.382961008,0.243637627,1.38E-05
Chhindwara,2004,1,1,,,Chhindwara,33,6,2383077,5,Chhindwara,0.626598635,0.382961008,0.243637627,1.38E-05
Chhindwara,2010,1,1,,,Chhindwara,33,6,2383077,5,Chhindwara,0.626598635,0.382961008,0.243637627,1.38E-05
"Chhindwara,Seoni",2000,1,1,,,,,,,,,,,,
Chikkaballapura,2019,1,1,,,Chikkaballapura,34,7,1326139,7,Chikkaballapura,0.292140809,0.110670649,0.18147016,2.56E-05
Chikkaballapura,2022,1,1,,,Chikkaballapura,34,7,1326139,7,Chikkaballapura,0.292140809,0.110670649,0.18147016,2.56E-05
"Chikkaballapura, Kalaburagi",2000,1,4,,,,,,,,,,,,
"Chikkaballapura, Kodagu,Shivamogga",1984,1,7,,,,,,,,,,,,
"Chikkaballapura, Raichur, Kalaburagi",2009,1,1,,,,,,,,,,,,
"Chikkaballapura, Surendranagar, Mandya,Uttar Kashia Kannada",1986,1,14,,,,,,,,,,,,
Chikkamagaluru,1991,1,1,,,Chikkamagaluru,40,6,1168539,7,Chikkamagaluru,1.355001002,0.868566012,0.48643499,3.42E-05
Chikkamagaluru,2023,1,1,,,Chikkamagaluru,40,6,1168539,7,Chikkamagaluru,1.355001002,0.868566012,0.48643499,3.42E-05
"Chikkamagaluru, Chitradurga, Kodagu,Mysuru",2000,1,1,,,,,,,,,,,,
"Chikkamagaluru, Dakshina Kannada",1980,1,1,,,,,,,,,,,,
"Chikkamagaluru, Dakshina Kannada, Dharwad, Raichur,Uttar Kashia Kannada",2014,1,8,,,,,,,,,,,,
"Chikkamagaluru, Dakshina Kannada, Hassan, Kodagu, Mysuru, Shivamogga, Udupi, Uttar Kashia Kannada",2018,1,22,,,,,,,,,,,,
"Chikkamagaluru, Kodagu, Shivamogga, Uttar Kashia Kannada",2018,1,3,,,,,,,,,,,,
"Chikkamagaluru, Shivamogga",1984,1,2,,,,,,,,,,,,
Chirang,2023,3,1,,,Chirang,56,1,616102,9,Chirang,2.875769392,0.021873585,2.853895807,9.09E-05
"Chirang, Darrang, Dhemaji, Dibrugarh, Goalpara, Golaghat, Kamrup, Kamrup Metro, Marigaon, Nagaon, Sonitpur",2021,1,1,,,,,,,,,,,,
"Chirang, Dhemaji, Dibrugarh, Jorhat, Nalbari",2019,1,30,,,,,,,,,,,,
Chitradurga,1987,1,1,,,Chitradurga,99,3,1798153,9,Chitradurga,0.426895091,0.23997582,0.186919271,5.51E-05
Chitradurga,2014,1,1,,,Chitradurga,99,3,1798153,9,Chitradurga,0.426895091,0.23997582,0.186919271,5.51E-05
Chitradurga,2015,1,1,,,Chitradurga,99,3,1798153,9,Chitradurga,0.426895091,0.23997582,0.186919271,5.51E-05
"Chitradurga,Hassan",1999,1,1,,,,,,,,,,,,
"Chitradurga,Mandya",2000,1,1,,,,,,,,,,,,
Chittoor,2021,1,14,,,Chittoor,124,0,4580686,8,Chittoor,0.573483172,0.068957975,0.504525197,2.71E-05
"Chittoor, East Godavari, Guntur, Hyderabad, Khammam, Krishna,  Sri Potti Sriramulu Nellore, Prakasam, Visakhapatnam,West Godavari",2012,1,6,,,,,,,,,,,,
"Chittoor, East Godavari, Krishna, Guntur,  Sri Potti Sriramulu Nellore, Prakasam, Srikakulam, Vizianagaram,West Godavari",1995,1,9,,,,,,,,,,,,
Chota Udaipur,2022,1,1,,,Chota Udaipur,22,0,1206205,16,Chota Udaipur,0.859683354,0.747200646,0.112482708,1.82E-05
Chumanung,1978,1,7,,,,,,,,,,,,
"Churu, Jhunjhunu, Jaisalmer, Sikar, Alwar, Jaipur, Jodhpur, Bharatpur, Nagaur, Dausa, Karauli, Dholpur, Barmer, Sawai Madhopur, Tonk, Pali, Bhilwara, Jalore, Bundi, Kota, Sirohi, Baran, Udaipur, Jhalawar, Dungarpur, Banswara, Ajmer, Rajsamand, Chittorgarh, Ganganagar, Hanumangarh, Bikaner, Pratapgarh",1990,1,6,,,,,,,,,,,,
"Churu, Jhunjhunu, Jaisalmer, Sikar, Alwar, Jaipur, Jodhpur, Bharatpur, Nagaur, Dausa, Karauli, Dholpur, Barmer, Sawai Madhopur, Tonk, Pali, Bhilwara, Jalore, Bundi, Kota, Sirohi, Baran, Udaipur, Jhalawar, Dungarpur, Banswara, Ajmer, Rajsamand, Chittorgarh, Ganganagar, Hanumangarh, Bikaner, Pratapgarh, Pashchim Champaran, Purbi Champaran, Sitamarhi, Sheohar, Gopalganj, Samastipur, Katihar, Khagaria, Bhojpur, Buxar, Darbhanga, Saharsa, Kaimur (Bhabua), Rohtas, Jamui, Banka, Nawada, Gaya, Munger, Vaishali, Begusarai, Bhagalpur, Lakhisarai, Sheikhpura, Arwal, Jehanabad, Nalanda, Patna, Saran, Siwan, Muzaffarpur, Madhepura, Araria, Supaul, Madhubani, Purnia, Kishanganj, Aurangabad, Burhanpur, Morena, Bhind, Gwalior, Sheopur, Shivpuri, Tikamgarh, Neemuch, Rewa, Satna, Guna, Ashoknagar, Mandsaur, Singrauli, Sidhi, Sagar, Damoh, Shajapur, Vidisha, Rajgarh, Shahdol, Katni, Umaria, Ratlam, Bhopal, Ujjain, Raisen, Sehore, Jabalpur, Dewas, Anuppur, Jhabua, Dindori, Narsimhapur, Dhar, Indore, Mandla, Narmadapuram, Seoni, Alirajpur, Chhindwara, Harda, Khargone (Khargone (West Nimar)), East Nimar, Balaghat, Barwani, Agar-Malwa, Datia, Chhatarpur, Panna, Betul, Niwari, Valsad, Amreli, Dangs, Banas Kantha, Patan, Mahesana, Gandhinagar, Ahmedabad, Panch Mahals, Dahod, Vadodara, Bharuch, Porbandar, Narmada, Surat, Tapi, Arvalli, Botad, Chota Udaipur, Mahisagar, Gir Somnath, Sabar Kantha, Kachchh, Surendranagar, Rajkot, Kheda, Anand, Bhavnagar, Junagadh, Jamnagar, Devbhumi Dwarka Dwarka, Morbi, Navsari, Gondia, Bhandara, Jalgaon, Wardha, Buldhana, Akola, Nashik, Gadchiroli, Washim, Chandrapur, Yavatmal, Jalna, Ahmednagar, Hingoli, Nanded, Parbhani, Pune, Beed, Mumbai, Latur, Dharashiv, Solapur, Satara, Ratnagiri, Sangli, Kolhapur, Sindhudurg, Thane, Palghar, Nandurbar, Amravati, Dhule, Nagpur, Aurangabad, Raigarh, Mumbai Suburban, Amroha, Hapur, Bareilly, Pilibhit, Bulandshahr, Gautam Buddha Nagar, Kheri, Budaun, Bahraich, Shahjahanpur, Aligarh, Kasganj, Mathura, Sshrawasti, Sitapur, Hathras, Etah, Hardoi, Farrukhabad, Firozabad, Siddharthnagar, Mainpuri, Mahrajganj, Agra, Gonda, Bara Banki, Kushinagar, Kannauj, Lucknow, Basti, Gorakhpur, Sant Kabir Nagar, Unnao, Etawah, Kanpur Nagar Nagar, Auraiya, Ayodhya, Kanpur Nagar Dehat, Deoria, Sultanpur, Ambedkar Nagar, Rae Bareli, Jalaun, Azamgarh, Mau, Fatehpur, Ballia, Jaunpur, Jhansi, Banda, Ghazipurr, Kaushambi, Prayagraj, Varanasi, Chitrakoot, Chandauli, Bhadohi, Mirzapur, Lalitpur, Sonbhadra, Amethi, Ghaziabad, Sambhal, Mahoba, Saharanpur, Bijnor, Muzaffarnagar, Baghpat, Meerut, Moradabad, Rampur, Shamli, Balrampur, Hamirpur, Pratapgarh",1973,1,14,,,,,,,,,,,,
Coimbatore,1980,1,7,,,Coimbatore,142,24,4180340,5,Coimbatore,0.519629022,0.20279264,0.316836382,3.40E-05
Coimbatore,1984,1,2,,,Coimbatore,142,24,4180340,5,Coimbatore,0.519629022,0.20279264,0.316836382,3.40E-05
Coimbatore,2014,1,1,,,Coimbatore,142,24,4180340,5,Coimbatore,0.519629022,0.20279264,0.316836382,3.40E-05
Coimbatore,2019,1,3,,,Coimbatore,142,24,4180340,5,Coimbatore,0.519629022,0.20279264,0.316836382,3.40E-05
"Coimbatore, Erode, Salem,Thanjavur, The Nilgiris",1978,1,7,,,,,,,,,,,,
"Coimbatore, Nagapattinam, Tiruppur",2017,1,1,,,,,,,,,,,,
"Coimbatore, The Nilgiris, Ramanathapuram,Thanjavur",1993,1,5,,,,,,,,,,,,
Cooch Behar,1983,1,7,,,Cooch Behar,337,3,3286533,8,Cooch Behar,7.872524259,0.371070198,7.501454061,0.00010254
Cooch Behar,2000,1,1,,,Cooch Behar,337,3,3286533,8,Cooch Behar,7.872524259,0.371070198,7.501454061,0.00010254
Cooch Behar,2003,1,1,,,Cooch Behar,337,3,3286533,8,Cooch Behar,7.872524259,0.371070198,7.501454061,0.00010254
Cooch Behar,2022,1,2,,,Cooch Behar,337,3,3286533,8,Cooch Behar,7.872524259,0.371070198,7.501454061,0.00010254
"Cooch Behar, Darjeeling",1993,1,1,,,,,,,,,,,,
"Cooch Behar, Darjeeling, Hooghly, Jalpaiguri, Maldah, Murshidabad, Nadia,Dakshin Dinajpur",1991,1,9,,,,,,,,,,,,
"Cooch Behar, Darjeeling, Jalpaiguri",1996,1,2,,,,,,,,,,,,
"Cooch Behar, Darjeeling,Jalpaiguri",1995,1,7,,,,,,,,,,,,
"Cooch Behar, North Westduar, Jalpaiguri, Darjeeling,Kalimpong,Uttar Kashi Dinajpur, Dakshin Dinajpur,Malda",1973,1,7,,,,,,,,,,,,
"Cooch Behar,Jalpaiguri",1983,1,3,,,,,,,,,,,,
"Cooch Behar,Jalpaiguri",1984,1,7,,,,,,,,,,,,
"Cooch Behar,Jalpaiguri",1987,1,31,,,,,,,,,,,,
"Cuddalore, Madurai, Nagapattinam,Perambalur, Thanjavur, Tiruchirappalli, Tirunelveli,Viluppuram",1998,1,9,,,,,,,,,,,,
"Cuddalore, Nagapattinam, Tiruchirappalli,Thiruvarur",2005,1,1,,,,,,,,,,,,
"Cuddalore,Kancheepuram",2010,1,1,,,,,,,,,,,,
Cuttack,1989,1,2,,,Cuttack,285,2,2887779,16,Cuttack,13.14840204,1.638891263,11.50951078,9.87E-05
Cuttack,1990,1,1,,,Cuttack,285,2,2887779,16,Cuttack,13.14840204,1.638891263,11.50951078,9.87E-05
Cuttack,1995,1,4,,,Cuttack,285,2,2887779,16,Cuttack,13.14840204,1.638891263,11.50951078,9.87E-05
Cuttack,2008,2,1,,,Cuttack,285,2,2887779,16,Cuttack,13.14840204,1.638891263,11.50951078,9.87E-05
"Cuttack, Baleshwar, Kendujhar, Mayurbhanj, Bargarh, Ganjam",1985,1,7,,,,,,,,,,,,
"Cuttack, Dhenkanal, Kandhamal,Puri",1986,1,31,,,,,,,,,,,,
"Cuttack, Ganjam,Puri",1990,1,4,,,,,,,,,,,,
Dakshin Dinajpur,1987,2,34.5,,,Dakshin Dinajpur,190,3,1838248,24,Dakshin Dinajpur,3.854366613,0.005980479,3.848386134,0.000103359
Dakshin Dinajpur,1995,2,1,,,Dakshin Dinajpur,190,3,1838248,24,Dakshin Dinajpur,3.854366613,0.005980479,3.848386134,0.000103359
"Dakshin Dinajpur, Malda,Paschim Purba Medinipur",1984,1,14,,,,,,,,,,,,
Dakshina Kannada,1982,1,14,,,Dakshina Kannada,117,41,2388502,8,Dakshina Kannada,1.44861205,0.422123179,1.026488871,4.90E-05
Dakshina Kannada,1997,1,4,,,Dakshina Kannada,117,41,2388502,8,Dakshina Kannada,1.44861205,0.422123179,1.026488871,4.90E-05
Dakshina Kannada,1998,3,1,,,Dakshina Kannada,117,41,2388502,8,Dakshina Kannada,1.44861205,0.422123179,1.026488871,4.90E-05
Dakshina Kannada,1999,1,1,,,Dakshina Kannada,117,41,2388502,8,Dakshina Kannada,1.44861205,0.422123179,1.026488871,4.90E-05
Dakshina Kannada,2000,1,4,,,Dakshina Kannada,117,41,2388502,8,Dakshina Kannada,1.44861205,0.422123179,1.026488871,4.90E-05
Dakshina Kannada,2001,2,1,,,Dakshina Kannada,117,41,2388502,8,Dakshina Kannada,1.44861205,0.422123179,1.026488871,4.90E-05
Dakshina Kannada,2004,1,2,,,Dakshina Kannada,117,41,2388502,8,Dakshina Kannada,1.44861205,0.422123179,1.026488871,4.90E-05
Dakshina Kannada,2013,1,9,,,Dakshina Kannada,117,41,2388502,8,Dakshina Kannada,1.44861205,0.422123179,1.026488871,4.90E-05
Dakshina Kannada,2021,1,2,,,Dakshina Kannada,117,41,2388502,8,Dakshina Kannada,1.44861205,0.422123179,1.026488871,4.90E-05
